"";"element_id";"sentence_id";"word_count";"sentiment"
"578";361;1;25;0,18
"579";362;1;88;0
"580";363;1;7;0
"581";364;1;10;-0,569209978830308
"582";364;2;7;0
"583";364;3;11;0
"584";365;1;5;0
"585";365;2;7;0
"586";366;1;41;0
"587";367;1;25;0,2
"588";368;1;68;0
"589";369;1;14;-0,0801783725737273
"590";369;2;11;0,732672567323966
"591";370;1;13;0,221880078490092
"592";370;2;9;0
"593";371;1;14;-0,0534522483824849
"594";371;2;7;0
"595";372;1;35;0
"596";373;1;12;0
"597";373;2;7;0
"598";373;3;4;0
"599";374;1;23;0,375325945302735
"600";375;1;40;0
"601";376;1;25;0
"602";377;1;7;0,188982236504614
"603";377;2;9;0,166666666666667
"604";377;3;8;-0,0353553390593274
"605";378;1;14;0,146993683051833
"606";378;2;2;0
"607";379;1;22;-0,187616630392937
"608";380;1;18;0
"609";380;2;6;0
"610";381;1;3;0
"611";381;2;1;0
"612";381;3;2;0,353553390593274
"613";381;4;19;0,48177304112818
"614";382;1;49;0
"615";383;1;51;0
"616";384;1;15;-0,193649167310371
"617";384;2;1;0
"618";385;1;25;0,18
"619";386;1;23;0
"620";387;1;171;0
"621";388;1;26;0,049029033784546
"622";389;1;17;-0,339549875050866
"623";389;2;10;0
"624";390;1;14;0,146993683051833
"625";390;2;2;0
"626";391;1;23;-0,0104257207028537
"627";392;1;134;-0,021596710639534
"628";393;1;16;0,481
"629";393;2;3;0
"630";394;1;27;0,644707800595082
"631";395;1;9;0
"632";396;1;7;0,28347335475692
"633";396;2;2;0
"634";396;3;3;0
"635";397;1;1;0,5
"636";397;2;6;0
"637";398;1;5;0,223606797749979
"638";399;1;24;0,71443450831176
"639";400;1;8;0,14142135623731
"640";400;2;7;0
"641";401;1;24;0,0612372435695795
"642";402;1;14;0,267261241912424
"643";402;2;8;-0,194454364826301
"644";403;1;3;0
"645";403;2;2;0
"646";403;3;5;0
"647";404;1;2;0,530330085889911
"648";404;2;4;-0,375
"649";404;3;15;0
"650";405;1;9;-0,166666666666667
"651";405;2;3;0
"652";406;1;11;0
"653";407;1;9;0,2
"654";407;2;6;0
"655";408;1;12;0
"656";409;1;25;0
"657";410;1;6;0
"658";410;2;1;0
"659";410;3;1;0
"660";411;1;8;-0,0883883476483184
"661";412;1;9;0,133333333333333
"662";412;2;1;0
"663";413;1;7;0,812623616969839
"664";414;1;4;0,2
"665";414;2;10;0
"666";414;3;12;0
"667";415;1;12;0,23094010767585
"668";416;1;19;-0,516185401208764
"669";416;2;11;-0,0904534033733291
"670";417;1;6;0
"671";417;2;4;1
"672";417;3;12;0
"673";418;1;24;0
"674";418;2;49;0
"675";418;3;43;0
"676";419;1;25;0,07
"677";420;1;10;0,0790569415042095
"678";420;2;14;0,133630620956212
"679";421;1;9;0,116666666666667
"680";421;2;1;0
"681";422;1;8;0
"682";422;2;6;0
"683";423;1;7;0
"684";423;2;21;0
"685";424;1;7;0
"686";425;1;33;0,0696310623822791
"687";426;1;20;0,0559016994374947
"688";427;1;13;0
"689";428;1;15;0,103279555898864
"690";429;1;24;0,0816496580927726
"691";430;1;27;0
"692";431;1;29;0,0185695338177052
"693";432;1;22;0,277160931262294
"694";433;1;15;0
"695";434;1;66;0
"696";435;1;42;0
"697";436;1;18;0,353553390593274
"698";437;1;12;0
"699";437;2;1;0
"700";438;1;23;-0,135534369137099
"701";439;1;9;-0,25
"702";439;2;6;0
"703";439;3;9;-0,25
"704";440;1;15;-0,167829278335655
"705";440;2;5;0
"706";441;1;202;0
"707";442;1;1;0
"708";442;2;25;0
"709";443;1;15;0
"710";443;2;10;0
"711";444;1;15;0
"712";444;2;6;0
"713";445;1;18;-0,577470537969014
"714";445;2;11;0
"715";446;1;28;-0,0472455591261534
"716";447;1;79;0
"717";447;2;11;0
"718";448;1;56;0
"719";449;1;15;0,413118223595458
"720";449;2;1;0
"721";450;1;48;0
"722";451;1;26;-0,563833888522279
"723";452;1;17;0,121267812518166
"724";452;2;1;0
"725";453;1;24;-0,204124145231932
"726";454;1;14;-0,267261241912424
"727";455;1;19;-0,0458831467741123
"728";455;2;8;0,353553390593274
"729";456;1;1;0
"730";457;1;47;0
"731";457;2;6;0
"732";458;1;23;0
"733";459;1;6;0
"734";460;1;22;0
"735";461;1;14;-0,26706079598099
"736";461;2;8;0,0353553390593274
"737";462;1;1;0,4
"738";462;2;9;0
"739";462;3;6;0
"740";463;1;28;0
"741";464;1;12;0
"742";464;2;14;0,200445931434318
"743";465;1;23;0
"744";466;1;10;0
"745";466;2;12;0
"746";467;1;9;0
"747";467;2;9;0
"748";467;3;1;0
"749";468;1;19;-0,103237080241753
"750";469;1;22;0
"751";470;1;44;0
"752";471;1;26;0,24514516892273
"753";472;1;21;-0,163663417676994
"754";473;1;12;0,635085296108588
"755";473;2;14;0
"756";474;1;23;0
"757";475;1;11;-0,0452267016866646
"758";476;1;16;-0,125
"759";477;1;8;0,14142135623731
"760";477;2;7;0
"761";477;3;6;0
"762";478;1;24;-0,204124145231932
"763";479;1;26;0,254950975679639
"764";480;1;28;-0,0472455591261534
"765";481;1;11;0
"766";481;2;4;0,65
"767";481;3;1;0
"768";482;1;26;0
"769";483;1;12;0,274241377865072
"770";483;2;15;0
"771";484;1;13;0
"772";484;2;2;0,282842712474619
"773";484;3;3;0
"774";484;4;16;0
"775";485;1;8;0,282842712474619
"776";485;2;17;0,400183781309949
"777";486;1;16;0,4125
"778";486;2;7;0
"779";487;1;24;0,214330352493528
"780";488;1;18;0,235702260395516
"781";488;2;7;0
"782";489;1;15;0,206559111797729
"783";489;2;12;-0,173205080756888
"784";490;1;21;0,240039679259592
"785";491;1;40;0
"786";492;1;10;0,426907484122731
"787";492;2;12;0
"788";493;1;26;0,215727748652002
"789";494;1;7;0
"790";494;2;18;0,117851130197758
"791";495;1;17;0,18190171877725
"792";496;1;27;0
"793";497;1;20;-0,134164078649987
"794";498;1;12;0
"795";499;1;7;0,566946709513841
"796";499;2;1;0
"797";500;1;22;0
"798";501;1;22;0
"799";502;1;22;0
"800";503;1;6;0
"801";503;2;6;0
"802";504;1;15;0
"803";504;2;10;0,316227766016838
"804";505;1;7;0
"805";505;2;18;0
"806";506;1;26;0
"807";507;1;8;0
"808";507;2;4;0
"809";507;3;5;0
"810";508;1;19;0
"811";509;1;17;0
"812";509;2;4;-0,375
"813";510;1;19;-0,172061800402921
"814";511;1;12;0
"815";512;1;11;0
"816";513;1;26;-0,303980009464185
"817";514;1;20;0,0559016994374947
"818";515;1;9;0
"819";516;1;113;0
"820";517;1;12;0
"821";518;1;12;0
"822";519;1;11;0
"823";520;1;2;0
"824";520;2;1;0
"825";520;3;7;-0,28347335475692
"826";520;4;8;0
"827";521;1;13;0
"828";522;1;1;0
"829";522;2;25;0
"830";523;1;27;-0,163582576270394
"831";524;1;13;0
"832";525;1;9;0,913333333333333
"833";525;2;12;0,288675134594813
"834";526;1;25;0,306
"835";527;1;13;0,38829013735766
"836";527;2;1;0
"837";528;1;9;0
"838";528;2;8;0,0883883476483184
"839";528;3;2;0
"840";528;4;1;0
"841";529;1;25;0,01
"842";530;1;20;0,167705098312484
"843";531;1;3;0
"844";531;2;8;-0,0353553390593274
"845";532;1;24;1,03082693342125
"846";533;1;4;0,2
"847";533;2;7;0
"848";533;3;6;0
"849";534;1;3;0
"850";535;1;13;0
"851";536;1;17;0
"852";537;1;10;0,126491106406735
"853";537;2;14;0,133630620956212
"854";538;1;6;0
"855";538;2;4;0,375
"856";538;3;1;0
"857";539;1;15;0
"858";540;1;16;0
"859";541;1;26;0,539515487765144
"860";542;1;113;0
"861";543;1;16;0
"862";544;1;14;-0,0454344111251121
"863";544;2;4;0
"864";544;3;3;0
"865";544;4;1;0
"866";545;1;33;0,208893187146837
"867";546;1;5;0
"868";546;2;1;0
"869";547;1;14;0
"870";547;2;7;0
"871";548;1;7;0
"872";548;2;11;0
"873";549;1;26;0
"874";550;1;14;0,133630620956212
"875";550;2;12;-0,288675134594813
"876";551;1;7;-0,188982236504614
"877";551;2;12;0
"878";552;1;14;0,160356745147455
"879";553;1;2;0
"880";553;2;5;0
"881";553;3;4;0
"882";553;4;3;0
"883";553;5;NA;0
"884";553;6;6;0
"885";553;7;6;0
"886";554;1;14;0
"887";555;1;19;-0,0573539334676404
"888";556;1;1;0,4
"889";556;2;3;0
"890";556;3;6;0
"891";557;1;9;0,45
"892";557;2;8;0
"893";558;1;8;0,282842712474619
"894";559;1;52;0
"895";559;2;50;0
"896";559;3;25;0
"897";559;4;28;0
"898";560;1;4;0
"899";560;2;6;0
"900";561;1;89;0
"901";562;1;18;0,294627825494395
"902";563;1;14;0,360802676581773
"903";564;1;18;0,459619407771256
"904";565;1;33;0
"905";566;1;85;0
"906";567;1;5;0
"907";568;1;8;0,176776695296637
"908";569;1;3;0
"909";569;2;22;-0,000159900537266708
"910";570;1;22;0
"911";571;1;7;0
"912";571;2;1;0
"913";572;1;8;0
"914";572;2;1;0
"915";573;1;8;0
"916";574;1;3;0
"917";575;1;6;0
"918";576;1;40;0
"919";577;1;26;0
"920";578;1;26;0
"921";579;1;17;0,0970142500145332
"922";580;1;23;0,932945617094867
"923";580;2;1;0
"924";581;1;7;0
"925";581;2;11;0
"926";582;1;23;0,484796012682699
"927";583;1;24;0
"928";584;1;12;0,21650635094611
"929";584;2;12;0
"930";585;1;10;0,569209978830308
"931";585;2;15;0,309838667696593
"932";586;1;26;0,156892908110547
"933";587;1;23;-0,239791576165636
"934";588;1;8;-0,132582521472478
"935";588;2;5;0
"936";588;3;7;0
"937";589;1;20;0,223606797749979
"938";590;1;20;0
"939";591;1;12;0
"940";591;2;11;0
"941";592;1;9;0
"942";592;2;10;0
"943";593;1;27;-0,0962250448649376
"944";594;1;89;0
"945";595;1;9;0,45
"946";595;2;1;0
"947";596;1;12;0
"948";597;1;19;-0,0458831467741123
"949";597;2;1;0
"950";598;1;35;0,177482393492988
"951";599;1;25;-0,05
"952";600;1;16;0
"953";601;1;11;-0,0301511344577764
"954";602;1;12;0
"955";602;2;2;1,06066017177982
"956";603;1;26;0
"957";604;1;9;0
"958";604;2;1;0
"959";605;1;103;0
"960";606;1;8;-0,0353553390593274
"961";606;2;1;0
"962";607;1;18;0
"963";608;1;7;0
"964";608;2;8;0
"965";609;1;21;-0,0218217890235992
"966";610;1;5;0,223606797749979
"967";610;2;5;-0,290688837074973
"968";610;3;1;0
"969";611;1;17;0,1455213750218
"970";611;2;12;0,519615242270663
"971";612;1;15;0,348568501158668
"972";613;1;45;0
"973";614;1;6;0
"974";614;2;3;0
"975";615;1;12;-0,115470053837925
"976";615;2;16;0,2875
"977";616;1;24;0,0102062072615966
"978";617;1;14;-0,0668153104781061
"979";617;2;10;-0,316227766016838
"980";618;1;53;0
"981";619;1;12;0
"982";619;2;73;0
"983";620;1;24;0
"984";621;1;15;0
"985";622;1;11;0,120604537831105
"986";622;2;7;0,377964473009227
"987";623;1;4;-0,125
"988";624;1;15;0
"989";625;1;12;0
"990";625;2;4;0
"991";625;3;1;0
"992";625;4;1;0
"993";626;1;57;0
"994";627;1;9;0,166666666666667
"995";627;2;15;0,309838667696593
"996";628;1;27;0
"997";629;1;19;-0,344123600805843
"998";630;1;1;0,5
"999";630;2;11;0,407040315179981
"1000";630;3;3;0,144337567297406
"1001";630;4;5;0
"1002";631;1;7;0
"1003";631;2;9;0
"1004";631;3;5;0
"1005";632;1;28;-0,136067210283322
"1006";633;1;51;0
"1007";634;1;28;0
"1008";635;1;18;0
"1009";635;2;1;0
"1010";636;1;9;0
"1011";637;1;9;0,333333333333333
"1012";637;2;1;0
"1013";638;1;6;0,408248290463863
"1014";638;2;4;0,8
"1015";638;3;9;0
"1016";639;1;161;0,0788110406239101
"1017";640;1;11;0,542720420239975
"1018";640;2;17;0
"1019";641;1;62;0
"1020";642;1;60;0
"1021";642;2;7;0
"1022";643;1;10;-0,237170824512628
"1023";644;1;2;0
"1024";644;2;1;0,75
"1025";644;3;23;-0,156542196353349
"1026";645;1;3;-0,577350269189626
"1027";645;2;5;0
"1028";645;3;6;0,408248290463863
"1029";646;1;25;-0,15
"1030";647;1;26;0,274562589193458
"1031";648;1;8;0,282842712474619
"1032";648;2;19;0,516185401208764
"1033";649;1;14;0
"1034";649;2;11;0
"1035";650;1;7;0
"1036";650;2;1;0
"1037";651;1;11;0
"1038";651;2;8;0
"1039";652;1;17;0,0970142500145332
"1040";653;1;6;0
"1041";654;1;14;0,481070235442364
