,adj_close_telefonica,adj_close_vodafone
2012-06-22,72.57234954833984,18.569793701171875
2012-06-25,71.1597900390625,18.69725799560547
2012-06-26,71.31689453125,18.771055221557617
2012-06-27,71.62482452392578,18.925355911254883
2012-06-28,70.94534301757812,18.925355911254883
2012-06-29,72.8092041015625,18.905229568481445
2012-07-02,73.8714370727539,18.979026794433594
2012-07-03,74.73042297363281,18.945480346679688
2012-07-05,76.04324340820312,18.992441177368164
2012-07-06,75.53707885742188,18.858272552490234
2012-07-09,76.53571319580078,18.972312927246094
2012-07-10,75.82757568359375,18.885101318359375
2012-07-11,75.35627746582031,19.180288314819336
2012-07-12,74.6668472290039,18.911937713623047
2012-07-13,75.42362213134766,19.180288314819336
2012-07-16,75.66548156738281,19.348007202148438
2012-07-17,75.66923522949219,19.321168899536133
2012-07-18,75.58443450927734,19.482181549072266
2012-07-19,76.58930969238281,19.354719161987305
2012-07-20,75.34009552001953,18.91864585876465
2012-07-23,75.28147888183594,18.76434898376465
2012-07-24,74.918701171875,18.522830963134766
2012-07-25,71.68342590332031,18.489288330078125
2012-07-26,71.67220306396484,19.02598762512207
2012-07-27,72.9538345336914,19.26078987121582
2012-07-30,74.18435668945312,19.34129524230957
2012-07-31,76.1454849243164,19.287628173828125
2012-08-01,75.65301513671875,19.75052833557129
2012-08-02,75.77519226074219,19.616355895996094
2012-08-03,76.7613525390625,19.931663513183594
2012-08-06,77.6153564453125,19.945083618164062
2012-08-07,77.41091918945312,19.99204444885254
2012-08-08,77.27999114990234,20.173181533813477
2012-08-09,77.72071075439453,19.945083618164062
2012-08-10,77.84219360351562,20.11280059814453
2012-08-13,78.88142395019531,20.059133529663086
2012-08-14,79.093017578125,20.10609245300293
2012-08-15,78.98533630371094,19.87799644470215
2012-08-16,79.67526245117188,19.636484146118164
2012-08-17,81.14894104003906,19.623065948486328
2012-08-20,83.28250885009766,19.75052833557129
2012-08-21,82.14434051513672,19.710281372070312
2012-08-22,83.74828338623047,19.555978775024414
2012-08-23,82.96697998046875,19.57610511779785
2012-08-24,83.04086303710938,19.636484146118164
2012-08-27,84.60094451904297,19.649900436401367
2012-08-28,84.49076843261719,19.6431884765625
2012-08-29,84.3242416381836,19.616355895996094
2012-08-30,83.1222152709961,19.4888916015625
2012-08-31,83.29376220703125,19.401676177978516
2012-09-04,84.5120620727539,19.07965660095215
2012-09-05,83.91856384277344,18.958898544311523
2012-09-06,84.67481994628906,19.126617431640625
2012-09-07,85.19693756103516,18.979026794433594
2012-09-10,82.98074340820312,18.885101318359375
2012-09-11,82.71154022216797,19.03269386291504
2012-09-12,83.86347198486328,18.905229568481445
2012-09-13,85.51497650146484,19.294336318969727
2012-09-14,86.55421447753906,19.09978485107422
2012-09-17,87.61848449707031,18.952194213867188
2012-09-18,87.88516998291016,19.173580169677734
2012-09-19,87.9089584350586,19.052824020385742
2012-09-20,87.48324584960938,19.140033721923828
2012-09-21,87.65730285644531,19.368133544921875
2012-09-24,86.49285888671875,19.401676177978516
2012-09-25,84.33300018310547,19.354719161987305
2012-09-26,83.2862548828125,19.274208068847656
2012-09-27,85.30711364746094,19.394968032836914
2012-09-28,83.52667236328125,19.119909286499023
2012-10-01,82.56129455566406,19.052824020385742
2012-10-02,82.80170440673828,19.052824020385742
2012-10-03,84.07133483886719,19.24737548828125
2012-10-04,83.48908233642578,19.394968032836914
2012-10-05,81.70988464355469,19.54926872253418
2012-10-08,79.90435028076172,19.47547149658203
2012-10-09,79.61387634277344,19.207122802734375
2012-10-10,80.2474594116211,19.166866302490234
2012-10-11,78.64351654052734,19.146739959716797
2012-10-12,78.84510040283203,18.885101318359375
2012-10-15,79.47742462158203,18.797883987426758
2012-10-16,81.35929870605469,18.844850540161133
2012-10-17,80.71070098876953,18.952194213867188
2012-10-18,79.21194458007812,19.039405822753906
2012-10-19,76.35722351074219,19.039405822753906
2012-10-22,79.38600158691406,19.072946548461914
2012-10-23,76.79795837402344,18.75763511657715
2012-10-24,77.23241424560547,18.60333824157715
2012-10-25,76.31964874267578,18.542957305908203
2012-10-26,75.62599182128906,18.388656616210938
2012-10-31,74.53916931152344,18.26789665222168
2012-11-01,74.69196319580078,18.408782958984375
2012-11-02,72.2203140258789,18.053220748901367
2012-11-05,73.1994400024414,18.053220748901367
2012-11-06,72.97783660888672,18.167264938354492
2012-11-07,70.18550872802734,18.066638946533203
2012-11-08,67.63843536376953,17.90562629699707
2012-11-09,68.80946350097656,17.81841468811035
2012-11-12,68.27741241455078,17.704362869262695
2012-11-13,68.28620910644531,17.234752655029297
2012-11-14,67.52902221679688,17.14753532409668
2012-11-15,66.11273956298828,16.89931869506836
2012-11-16,66.37183380126953,16.952987670898438
2012-11-19,71.15779876708984,17.16095542907715
2012-11-20,70.55152893066406,17.25554084777832
2012-11-21,70.65089416503906,17.35821533203125
2012-11-23,71.883544921875,17.412975311279297
2012-11-26,74.1513671875,17.289766311645508
2012-11-27,73.55388641357422,17.139183044433594
2012-11-28,73.32247161865234,17.330835342407227
2012-11-29,74.12997436523438,17.590938568115234
2012-11-30,73.61679077148438,17.65938377380371
2012-12-03,73.73126220703125,17.556713104248047
2012-12-04,72.43069458007812,17.618314743041992
2012-12-05,67.76927185058594,17.57040023803711
2012-12-06,68.83209991455078,17.74836540222168
2012-12-07,67.07241821289062,17.714139938354492
2012-12-10,66.64102172851562,17.707298278808594
2012-12-11,68.09630584716797,17.741518020629883
2012-12-12,67.79566955566406,17.79627799987793
2012-12-13,66.6246566772461,17.8852596282959
2012-12-14,64.12163543701172,17.679914474487305
2012-12-17,65.25867462158203,17.54302406311035
2012-12-18,67.15420532226562,17.371906280517578
2012-12-19,66.19951629638672,17.35821533203125
2012-12-20,65.6234359741211,17.419818878173828
2012-12-21,65.3215560913086,17.20078468322754
2012-12-24,65.42721557617188,17.193944931030273
2012-12-26,64.52538299560547,17.180253982543945
2012-12-27,64.78447723388672,17.25554084777832
2012-12-28,64.09647369384766,17.118650436401367
2012-12-31,66.93658447265625,17.241853713989258
2013-01-02,69.0572509765625,17.556713104248047
2013-01-03,68.18560028076172,17.330835342407227
2013-01-04,66.28630065917969,17.666227340698242
2013-01-07,65.89636993408203,18.1658935546875
2013-01-08,66.07372283935547,17.940013885498047
2013-01-09,65.04108428955078,18.070064544677734
2013-01-10,65.84732818603516,18.241182327270508
2013-01-11,65.4435806274414,18.20011329650879
2013-01-14,63.11034393310547,17.98108673095703
2013-01-15,61.119232177734375,17.91263771057129
2013-01-16,63.65623474121094,17.488265991210938
2013-01-17,63.22732925415039,17.597780227661133
2013-01-18,62.89023208618164,17.70045280456543
2013-01-22,63.49021911621094,17.741518020629883
2013-01-23,64.65242004394531,17.864723205566406
2013-01-24,56.664100646972656,18.330163955688477
2013-01-25,55.32832336425781,18.528661727905273
2013-01-28,56.57982635498047,18.514970779418945
2013-01-29,57.641414642333984,18.692935943603516
2013-01-30,57.460304260253906,18.740848541259766
2013-01-31,57.291748046875,18.699783325195312
2013-02-01,57.05653381347656,18.68609046936035
2013-02-04,55.635215759277344,18.460216522216797
2013-02-05,57.587337493896484,18.40545654296875
2013-02-06,57.52569580078125,18.40545654296875
2013-02-07,59.236175537109375,18.5491943359375
2013-02-08,60.091400146484375,18.8298282623291
2013-02-11,60.71763610839844,18.617643356323242
2013-02-12,59.19567108154297,18.63817596435547
2013-02-13,59.083072662353516,18.241182327270508
2013-02-14,59.029937744140625,17.830503463745117
2013-02-15,58.216468811035156,17.762052536010742
2013-02-19,58.19496154785156,17.33768081665039
2013-02-20,56.78559112548828,16.899620056152344
2013-02-21,56.4326171875,16.824323654174805
2013-02-22,57.03356170654297,17.118650436401367
2013-02-25,56.02018356323242,16.838016510009766
2013-02-26,56.80077362060547,16.803794860839844
2013-02-27,56.244117736816406,17.2213191986084
2013-02-28,55.843074798583984,17.20762825012207
2013-03-01,54.460269927978516,17.392440795898438
2013-03-04,53.14201354980469,17.36505889892578
2013-03-05,54.54505157470703,18.26171875
2013-03-06,53.85174560546875,18.487592697143555
2013-03-07,54.47418975830078,18.460216522216797
2013-03-08,54.61842727661133,18.96672248840332
2013-03-11,55.396480560302734,18.946197509765625
2013-03-12,54.202186584472656,18.836673736572266
2013-03-13,54.19206619262695,18.658714294433594
2013-03-14,54.71710205078125,19.0283260345459
2013-03-15,56.12898254394531,18.925655364990234
2013-03-18,57.65475082397461,19.1173095703125
2013-03-19,57.49913024902344,19.391098022460938
2013-03-20,57.1942253112793,19.144685745239258
2013-03-21,57.27646255493164,19.055707931518555
2013-03-22,58.4378662109375,19.185758590698242
2013-03-25,58.64912796020508,19.44585609436035
2013-03-26,58.34043502807617,19.603281021118164
2013-03-27,57.1942253112793,19.329498291015625
2013-03-28,56.00246810913086,19.439010620117188
2013-04-01,54.262908935546875,19.397939682006836
2013-04-02,54.374244689941406,20.130329132080078
2013-04-03,54.65257263183594,19.21997833251953
2013-04-04,54.11236572265625,19.281579971313477
2013-04-05,53.54051971435547,19.261049270629883
2013-04-08,53.92132568359375,19.527990341186523
2013-04-09,54.018741607666016,19.651199340820312
2013-04-10,55.12067794799805,19.918142318725586
2013-04-11,54.9486083984375,20.034502029418945
2013-04-12,54.375511169433594,20.123483657836914
2013-04-15,53.116703033447266,19.870227813720703
2013-04-16,53.92511749267578,20.020811080932617
2013-04-17,50.959651947021484,19.705955505371094
2013-04-18,49.5996208190918,20.191930770874023
2013-04-19,49.407325744628906,20.2535343170166
2013-04-22,50.43714904785156,20.356201171875
2013-04-23,51.38093948364258,20.397268295288086
2013-04-24,51.29618453979492,20.260377883911133
2013-04-25,51.66559600830078,20.828489303588867
2013-04-26,52.78144454956055,20.96538543701172
2013-04-29,54.41598892211914,20.93800163269043
2013-04-30,56.01764678955078,20.93800163269043
2013-05-01,55.57611846923828,20.903783798217773
2013-05-02,56.36429977416992,20.57523536682129
2013-05-03,56.92856979370117,20.766887664794922
2013-05-06,58.28605270385742,20.643680572509766
2013-05-07,58.02669143676758,20.739505767822266
2013-05-08,58.68203353881836,20.62999153137207
2013-05-09,58.17008590698242,20.438339233398438
2013-05-10,57.6861457824707,20.616302490234375
2013-05-13,57.911563873291016,20.301443099975586
2013-05-14,56.52597427368164,20.342510223388672
2013-05-15,54.614444732666016,20.465717315673828
2013-05-16,55.34416580200195,20.6368408203125
2013-05-17,55.17605209350586,20.691593170166016
2013-05-20,56.40753936767578,20.60261344909668
2013-05-21,55.9911003112793,20.671062469482422
2013-05-22,56.20633316040039,20.07557487487793
2013-05-23,56.30693054199219,20.09610366821289
2013-05-24,56.69025802612305,20.267221450805664
2013-05-28,56.21779251098633,20.260377883911133
2013-05-29,56.66478729248047,20.07557487487793
2013-05-30,57.50910949707031,20.171398162841797
2013-05-31,57.27352523803711,19.822315216064453
2013-06-03,57.39960861206055,19.74018096923828
2013-06-04,57.22004318237305,20.07557487487793
2013-06-05,56.6851692199707,19.76755714416504
2013-06-06,55.838279724121094,20.157705307006836
2013-06-07,56.26490020751953,20.301443099975586
2013-06-10,55.89305114746094,20.438339233398438
2013-06-11,55.72875213623047,20.438339233398438
2013-06-12,55.039791107177734,19.943605422973633
2013-06-13,55.51991271972656,20.085453033447266
2013-06-14,54.76725769042969,19.97197914123535
2013-06-17,55.01559829711914,20.255672454833984
2013-06-18,54.986305236816406,20.362058639526367
2013-06-19,53.86944580078125,19.78757667541504
2013-06-20,53.0849494934082,19.440052032470703
2013-06-21,52.659610748291016,19.340763092041016
2013-06-24,51.26383972167969,19.369131088256836
2013-06-25,51.27529525756836,19.858503341674805
2013-06-26,50.694583892822266,20.0074405670166
2013-06-27,50.14823913574219,20.1563777923584
2013-06-28,50.49845504760742,20.390422821044922
2013-07-01,52.114540100097656,20.38332748413086
2013-07-02,53.29508590698242,20.32659339904785
2013-07-03,53.58926010131836,20.3691463470459
2013-07-05,53.158817291259766,20.411699295043945
2013-07-08,52.85699462890625,20.390422821044922
2013-07-09,53.786651611328125,20.440067291259766
2013-07-10,53.580360412597656,20.418792724609375
2013-07-11,54.415775299072266,20.780502319335938
2013-07-12,54.31644058227539,20.922348022460938
2013-07-15,54.434871673583984,20.886886596679688
2013-07-16,54.786354064941406,20.815963745117188
2013-07-17,54.80037307739258,20.7875919342041
2013-07-18,54.98503112792969,20.652841567993164
2013-07-19,54.117767333984375,20.94362449645996
2013-07-22,54.29096984863281,21.000364303588867
2013-07-23,53.3587646484375,21.163488388061523
2013-07-24,56.0993537902832,21.000364303588867
2013-07-25,55.8433837890625,21.106748580932617
2013-07-26,56.16047286987305,21.156394958496094
2013-07-29,57.02647018432617,21.19185447692871
2013-07-30,57.73073196411133,21.120933532714844
2013-07-31,57.630104064941406,21.24150276184082
2013-08-01,58.15861129760742,21.525197982788086
2013-08-02,58.90488052368164,21.667043685913086
2013-08-05,59.784881591796875,21.64576530456543
2013-08-06,59.2500114440918,21.58902931213379
2013-08-07,59.21563720703125,21.695411682128906
2013-08-08,59.09769821166992,21.695411682128906
2013-08-09,58.25674819946289,21.7095947265625
2013-08-12,59.91169738769531,21.468460083007812
2013-08-13,62.75884246826172,21.72378158569336
2013-08-14,63.903587341308594,21.468460083007812
2013-08-15,63.82797622680664,21.291147232055664
2013-08-16,64.39456939697266,21.206039428710938
2013-08-19,65.08806610107422,20.915254592895508
2013-08-20,64.23304748535156,21.14930534362793
2013-08-21,64.3984146118164,21.113840103149414
2013-08-22,64.47532653808594,20.98617935180664
2013-08-23,64.22663879394531,21.24150276184082
2013-08-26,64.47661590576172,21.163488388061523
2013-08-27,62.63322067260742,20.808870315551758
2013-08-28,62.929325103759766,20.858516693115234
2013-08-29,63.03191375732422,22.5535831451416
2013-08-30,62.45759963989258,22.943660736083984
2013-09-03,62.631935119628906,22.70252227783203
2013-09-04,63.927947998046875,22.986215591430664
2013-09-05,63.48952102661133,23.227354049682617
2013-09-06,63.86770248413086,23.32664680480957
2013-09-09,64.88683319091797,23.64579963684082
2013-09-10,63.408782958984375,23.41884422302246
2013-09-11,59.956573486328125,23.532323837280273
2013-09-12,60.594974517822266,23.688352584838867
2013-09-13,59.59634780883789,23.82310676574707
2013-09-16,57.70167541503906,24.03588104248047
2013-09-17,58.368282318115234,23.972049713134766
2013-09-18,59.568172454833984,24.234460830688477
2013-09-19,60.544979095458984,23.787647247314453
2013-09-20,59.918113708496094,23.81601333618164
2013-09-23,62.89601135253906,23.91530990600586
2013-09-24,62.698604583740234,24.41886329650879
2013-09-25,61.72817611694336,24.659997940063477
2013-09-26,62.32939147949219,24.85858726501465
2013-09-27,61.884578704833984,24.823123931884766
2013-09-30,61.11542510986328,24.950788497924805
2013-10-01,62.55245590209961,25.07845115661621
2013-10-02,62.75754928588867,25.411788940429688
2013-10-03,61.96919631958008,25.20611000061035
2013-10-04,61.920475006103516,25.149372100830078
2013-10-07,62.52553939819336,24.92241859436035
2013-10-08,61.65255355834961,24.659997940063477
2013-10-09,62.3768196105957,24.425954818725586
2013-10-10,62.7678108215332,24.716745376586914
2013-10-11,63.1741943359375,25.128093719482422
2013-10-14,63.58824920654297,25.199016571044922
2013-10-15,63.926673889160156,25.128093719482422
2013-10-16,64.2381820678711,25.610370635986328
2013-10-17,64.67272186279297,26.305419921875
2013-10-18,65.23551940917969,26.07847023010254
2013-10-21,66.83407592773438,26.19194221496582
2013-10-22,66.64305114746094,26.156482696533203
2013-10-23,67.29554748535156,26.248682022094727
2013-10-24,68.18647766113281,26.2344970703125
2013-10-25,67.42371368408203,25.9507999420166
2013-10-28,67.92623901367188,25.872783660888672
2013-10-29,66.23411560058594,25.773496627807617
2013-10-30,67.28787231445312,25.75931167602539
2013-10-31,67.0058364868164,26.135202407836914
2013-11-01,66.66355895996094,26.17776107788086
2013-11-04,67.52500915527344,26.10683822631836
2013-11-05,67.35836791992188,26.10683822631836
2013-11-06,67.16752624511719,26.35506820678711
2013-11-07,66.08057403564453,25.858604431152344
2013-11-08,67.12112426757812,25.915346145629883
2013-11-11,66.92639923095703,25.738033294677734
2013-11-12,67.05018615722656,26.014633178710938
2013-11-13,67.130126953125,26.277048110961914
2013-11-14,68.10105895996094,26.35506820678711
2013-11-15,67.69232940673828,26.41889762878418
2013-11-18,66.87226867675781,26.539466857910156
2013-11-19,66.99089050292969,26.29123306274414
2013-11-20,66.40422058105469,26.164653778076172
2013-11-21,67.19589233398438,26.740968704223633
2013-11-22,67.02310180664062,26.7193603515625
2013-11-25,67.5311508178711,26.618505477905273
2013-11-26,68.77668762207031,26.62571144104004
2013-11-27,70.39617919921875,26.776992797851562
2013-11-29,71.69978332519531,26.7193603515625
2013-12-02,71.0757064819336,26.632917404174805
2013-12-03,73.02140045166016,26.632917404174805
2013-12-04,72.8512191772461,26.503236770629883
2013-12-05,73.22515106201172,26.48162841796875
2013-12-06,72.20909881591797,27.173206329345703
2013-12-09,73.03560638427734,27.482975006103516
2013-12-10,72.9221420288086,27.367713928222656
2013-12-11,72.38186645507812,27.151596069335938
2013-12-12,72.27615356445312,26.978696823120117
2013-12-13,71.48831939697266,26.51044273376465
2013-12-16,71.8841552734375,26.611295700073242
2013-12-17,71.56051635742188,26.66893196105957
2013-12-18,71.01641082763672,27.144393920898438
2013-12-19,70.20277404785156,27.61985206604004
2013-12-20,70.79074096679688,27.605440139770508
2013-12-23,73.50750732421875,27.76392936706543
2013-12-24,73.19547271728516,28.124126434326172
2013-12-26,72.7093734741211,28.131328582763672
2013-12-27,72.21812438964844,28.275407791137695
2013-12-30,71.49990844726562,28.10251235961914
2013-12-31,72.3380355834961,28.318626403808594
2014-01-02,71.3206787109375,28.001651763916016
2014-01-03,69.75406646728516,27.670276641845703
2014-01-06,70.13443756103516,27.908004760742188
2014-01-07,69.63286590576172,27.958436965942383
2014-01-08,70.07386779785156,27.936817169189453
2014-01-09,69.17900085449219,27.980043411254883
2014-01-10,68.71739959716797,27.871986389160156
2014-01-13,69.0771484375,27.389320373535156
2014-01-14,70.45165252685547,27.91521644592285
2014-01-15,71.86612701416016,28.04487419128418
2014-01-16,71.4651107788086,27.97283935546875
2014-01-17,69.71409606933594,28.26099967956543
2014-01-21,70.79720306396484,28.23938751220703
2014-01-22,71.11180877685547,28.2321834564209
2014-01-23,71.71397399902344,28.1601505279541
2014-01-24,70.41038513183594,27.403730392456055
2014-01-27,70.9815902709961,26.51044273376465
2014-01-28,65.30821228027344,26.776992797851562
2014-01-29,64.56680297851562,26.877843856811523
2014-01-30,64.44174194335938,26.820215225219727
2014-01-31,64.5474624633789,26.697744369506836
2014-02-03,64.66736602783203,25.898113250732422
2014-02-04,65.60348510742188,25.689199447631836
2014-02-05,66.09347534179688,25.50189781188965
2014-02-06,66.47868347167969,26.416799545288086
2014-02-07,67.40872192382812,26.351959228515625
2014-02-10,68.61637115478516,26.114229202270508
2014-02-11,69.52043914794922,26.33755111694336
2014-02-12,69.5152587890625,26.395179748535156
2014-02-13,70.61907958984375,26.517650604248047
2014-02-14,70.5620346069336,26.517650604248047
2014-02-18,70.82146453857422,26.7193603515625
2014-02-19,69.70333099365234,26.89225196838379
2014-02-20,68.8965072631836,27.908004760742188
2014-02-21,68.13121032714844,28.095308303833008
2014-02-24,68.4295654296875,29.479597091674805
2014-02-25,67.71744537353516,29.429508209228516
2014-02-26,67.10651397705078,29.028818130493164
2014-02-27,68.44512939453125,29.522525787353516
2014-02-28,68.2596206665039,29.744342803955078
2014-03-03,68.45679473876953,29.250625610351562
2014-03-04,68.908203125,29.694255828857422
2014-03-05,69.05347442626953,29.372270584106445
2014-03-06,68.84461975097656,29.4008846282959
2014-03-07,68.8044204711914,28.570878982543945
2014-03-10,68.86669921875,27.29009246826172
2014-03-11,69.53730773925781,26.86793327331543
2014-03-12,69.60474395751953,27.16129493713379
2014-03-13,68.8316879272461,26.617504119873047
2014-03-14,68.05860137939453,26.460081100463867
2014-03-17,68.32450866699219,26.80353546142578
2014-03-18,68.928955078125,26.918010711669922
2014-03-19,68.91080474853516,26.86077880859375
2014-03-20,68.57872772216797,26.746294021606445
2014-03-21,69.1196060180664,26.696212768554688
2014-03-24,69.93940734863281,26.259740829467773
2014-03-25,70.6917495727539,26.331289291381836
2014-03-26,70.01595306396484,25.952064514160156
2014-03-27,69.71501922607422,25.79464340209961
2014-03-28,69.6371841430664,26.080856323242188
2014-03-31,69.62161254882812,26.338443756103516
2014-04-01,70.25850677490234,26.28120231628418
2014-04-02,70.37525939941406,26.274049758911133
2014-04-03,69.88751983642578,25.94490623474121
2014-04-04,68.98344421386719,25.723094940185547
2014-04-07,67.90034484863281,25.787492752075195
2014-04-08,67.89644622802734,25.75887107849121
2014-04-09,68.78886413574219,26.538787841796875
2014-04-10,67.90166473388672,25.823270797729492
2014-04-11,67.3996353149414,25.329559326171875
2014-04-14,67.66813659667969,25.41541862487793
2014-04-15,67.18562316894531,25.308088302612305
2014-04-16,67.32182312011719,25.508438110351562
2014-04-17,68.09101867675781,25.751718521118164
2014-04-21,68.89912414550781,25.87335205078125
2014-04-22,68.96788024902344,26.145252227783203
2014-04-23,68.06636810302734,25.701629638671875
2014-04-24,73.64656066894531,26.059389114379883
2014-04-25,74.18746185302734,26.238271713256836
2014-04-28,77.06060791015625,26.374223709106445
2014-04-29,76.83232116699219,26.83931541442871
2014-04-30,76.54175567626953,27.16129493713379
2014-05-01,76.7220687866211,26.681900024414062
2014-05-02,76.86474609375,26.82500457763672
2014-05-05,77.95171356201172,26.953794479370117
2014-05-06,77.10211944580078,27.16129493713379
2014-05-07,76.83232116699219,27.29724884033203
2014-05-08,76.69535064697266,27.37595558166504
2014-05-09,76.37577819824219,27.189922332763672
2014-05-12,77.32666015625,27.053966522216797
2014-05-13,77.4479751586914,26.5173282623291
2014-05-14,77.46231842041016,26.524484634399414
2014-05-15,76.80360412597656,25.95921516418457
2014-05-16,77.93710327148438,26.073699951171875
2014-05-19,78.860595703125,25.98068618774414
2014-05-20,78.8762435913086,24.47808074951172
2014-05-21,79.08495330810547,24.635499954223633
2014-05-22,79.21016693115234,24.635499954223633
2014-05-23,80.10496520996094,24.757139205932617
2014-05-27,81.60498046875,24.950326919555664
2014-05-28,81.39368438720703,25.014720916748047
2014-05-29,82.8767318725586,25.071969985961914
2014-05-30,82.56629943847656,25.050500869750977
2014-06-02,81.9989013671875,24.96463966369629
2014-06-03,83.158447265625,24.814376831054688
2014-06-04,84.10804748535156,24.485240936279297
2014-06-05,84.43806457519531,24.621185302734375
2014-06-06,84.20587921142578,25.0075740814209
2014-06-09,85.55329895019531,24.950326919555664
2014-06-10,86.05547332763672,24.99325942993164
2014-06-11,85.69939422607422,24.738876342773438
2014-06-12,84.2658920288086,24.434551239013672
